Client ID,ACE CIS ID,Case ID#,Date Opened,Date Closed,Zip Code,County of Residence,ACE Gender,ACE Race/Ethnicity,Current Age,ACE Client's Primary Language,Limited English Proficiency,Needs Translation Services,ACE Number of People Over 18 in Household,ACE Number of People under 18 in Household,Total Annual Income ,ACE Income Sources,Aware of ACE Before Calling,Called Elsewhere First,ACE Contact Elsewhere Detail,Has Eviction Been Filed?,ACE Court/Agency where the matter is pending,Disability in Household,Disability Related to Eviction,Current Monthly Rent,Type of Eviction Case,ACE Other Type of Eviction Case,10 Day Notice from Landlord,Months Behind Rent (Client),Months Behind Rent (Landlord),Reason Behind on Rent,ACE Conditions Issues,ACE Conditions Issues Other,Informed Landlord about Conditions,Can Pay Toward Rent,Current Property Move-In Date,Public/Subsidized/Voucher Housing,Move Options,Previous Evictions,Previous Eviction in Past Year,Wants to Stay in Rental Unit,Applied for Rental Assistance,Rent Assist Application Status,Reason Didn't Apply for Assistance,Subsidized Housing Program,Other Subsidized Housing Program,Landlord Received Rent Assist Funds,Landlord Representation,Tenant's Goals,Tenant's Other Goal,Goal Status - Avoid Subsidy Termination,Goal Status - Mitigate Damages,Goal Status - Obtain Accomodation,Goal Status - Other Goal,Goal Status - Prevent Eviction Filing,Goal Status - Prevent Eviction Judgment,Goal Status - Prevent Involuntary Move,Goal Status - Recover Personal Property,Goal Status - Reduce Rent/Fee,Goal Status - Remediate Defective Conditions,Goal Status - Remedy Housing Discrimination,Goal Status - Secure Monetary Relief,Goal Status - Secure More Time to Move,Goal Status - Secure Rent Assistance,Damage Mitigation Amount,Amount Owed Reduced,Client Move or Stay,Time Secured for Move,Agreement to Remediate,ACE Level of Service,ACE Level of Service Other Appropriate Remedies,ACE Level of Service Other Services Provided,ACE Case Resolutions,ACE Case Resolution Other Benefit,ACE Case Handler,ACE Funding Source
1543840,,24-0554622,5/2/2024,5/12/2024,21502,Allegany County,Female,"White, not of Hispanic Origin",26,English,No,,1,2,23400,Income from their employment,Not asked, ,,No,Other,No,,0,Constructive eviction,,,,,,Wall/ceiling/floor damage,,,,Less than 1 year,No,Not asked,,,No,Not asked,,,,,,,Remediate defective conditions,,,,,,,,,,,Planned,,,,,0,,,,,Counseling,,,Obtained counseling services on a housing matter,,In-house staff,ACE Special Fund
1543877,,24-0554640,5/1/2024,5/29/2024,21075,Howard County,Male,"African American or Black, not of Hispanic Origin",36,English,,No,1,0,0,No income,No,No.,,Yes,,No,,564,Other,Wrongful Detainer,,,,,,,,,Less than 1 year,No,Friends/family – in MD,No,,Yes,No,,Not asked,,,Not asked,Self-represented,Prevent eviction judgment,,,,,,,Achieved,,,,,,,,,0,No,Moved,Less than 30 days,,Representation in Judicial Litigation,,,Prevented eviction from other housing,,In-house staff,ACE Special Fund
1543971,,24-0554708,5/2/2024,6/23/2024,21213,Baltimore City,Female,"African American or Black, not of Hispanic Origin",49,English,,,1,2,11316,SSI or SSD,No, ,,,,No,,0,Failure to pay rent,,Yes,,,,,,,,,,Unknown,,,Yes,,,,,,,Represented by agent,,,,,,,,,,,,,,,,,0,,,,,Representation in Judicial Litigation,,,Prevented denial of public or subsidized housing tenant's rights,,In-house staff,ACE Special Fund
1544028,,24-0554732,5/2/2024,7/31/2024,20906,Montgomery County,Male,"White, not of Hispanic Origin",41,English,No,,1,0,24000,SSI or SSD,Not asked,No.,,Yes,,Yes,Yes,0,Breach of lease,,,,,,,,,,,No,Not asked,Not asked,,Yes,No,,,,,,Represented by attorney,Prevent involuntary move,,,,,,,,Achieved,,,,,,,,0,Not applicable to this case,Not asked,,,Representation in Judicial Litigation,,,"Delayed eviction, providing time to seek alternative housing",,In-house staff,ACE Special Fund
1544077,,24-0554758,5/2/2024,5/26/2024,21207,Baltimore County,Female,"African American or Black, not of Hispanic Origin",25,English,No,,1,1,3600,Temporary Cash Assistance (TCA),No, ,,Yes,,No,,1125,Failure to pay rent,,No,2 months,2 months,Job loss or reduced/inconsistent hours,,,,No,Less than 1 year,No,Unknown,No,,Yes,No,,I did not know rental assistance was available,,,,,Prevent eviction judgment,,,,,,,Planned,,,,,,,,,0,,,,,Counseling,,,Obtained counseling services on a housing matter,,In-house staff,ACE Special Fund
1544133,,24-0554792,5/2/2024,5/20/2024,20874,Montgomery County,Female,"African American or Black, not of Hispanic Origin",41,English,No,,1,3,35030,Income from their employment,Yes,No.,,Yes,,Prefer not to respond,,1292,Failure to pay rent,,Yes,6 or more months,6 or more months,"Job loss or reduced/inconsistent hours, Withheld rent due to conditions issues","Infestation or pests, No or insufficient heat",,Yes,"Yes, all of it",3-5 years,No,Unknown,Yes,Yes,No,Yes,Approved,,,,Yes,Represented by attorney,"Prevent eviction judgment, Reduce rent/fee, Remediate defective conditions, Secure rent assistance, Secure time to move (30 days or more)",,,,,,,Planned,,,Planned,Planned,,,Planned,Planned,0,,,,,Counseling,,,Obtained counseling services on a housing matter,,In-house staff,ACE Special Fund
1544136,,24-0554794,5/2/2024,5/12/2024,21225,Baltimore City,Female,"African American or Black, not of Hispanic Origin",39,English,No,,1,3,0,No income,, ,,Yes,,No,,1189,Failure to pay rent,,Not asked,3 months,3 months,Job loss or reduced/inconsistent hours,Infestation or pests,,,No,1-2 years,No,Not asked,Yes,Yes,Not asked,No,,Not asked,,,,,Prevent involuntary move,,,,,,,,Planned,,,,,,,,0,,,,,Counseling,,,Obtained counseling services on a housing matter,,In-house staff,ACE Special Fund
1544170,,24-0554803,5/3/2024,5/12/2024,21403,Anne Arundel County,Female,"African American or Black, not of Hispanic Origin",48,English,No,,2,0,0,No income,Not asked, ,,Yes,,No,,812,Failure to pay rent,,Unsure,6 or more months,6 or more months,Job loss or reduced/inconsistent hours,,,,No,10+ years,Yes,Not asked,Yes,Yes,Yes,Yes,Pending/Unsure,,Public Housing,,,,Prevent involuntary move,,,,,,,,Planned,,,,,,,,0,No,,,,Counseling,,,Obtained counseling services on a housing matter,,In-house staff,ACE Special Fund
1544200,,24-0554815,5/2/2024,5/24/2024,20707,Prince George's County,Female,Prefer not to respond,54,English,No,,1,0,0,No income,No,No.,,Yes,,No,,2360,Failure to pay rent,,Yes,5 months,5 months,Job loss or reduced/inconsistent hours,,,,"Yes, some of it",,No,Friends/family – in MD,Yes,Yes,Yes,Yes,Pending/Unsure,,,,No,Represented by attorney,"Prevent eviction judgment, Prevent involuntary move, Secure rent assistance",,,,,,,Achieved,Achieved,,,,,,,Planned,0,Yes – the amount was reduced through legal negotiation,Stayed,,,Representation in Judicial Litigation,,,"Obtained representation in housing defensive litigation, Prevented eviction from other housing",,In-house staff,ACE Special Fund
1544210,,24-0554820,5/2/2024,5/25/2024,20785,Prince George's County,Female,"African American or Black, not of Hispanic Origin",43,English,No,,1,0,6656,Income from their employment,Yes,No.,,Yes,,Yes,Not asked,1251,Failure to pay rent,,Yes,5 months,2 months,Not asked,,,,No,1-2 years,No,Another apartment,Yes,Yes,No,Yes,Pending/Unsure,,,,No,Represented by attorney,Prevent eviction judgment,,,,,,,Achieved,,,,,,,,,0,No,Moved,30-60 days,,Representation in Judicial Litigation,,,"Obtained counseling services on a housing matter, Obtained representation in housing defensive litigation, Prevented eviction from other housing",,In-house staff,ACE Special Fund
1544219,,24-0554822,5/2/2024,6/25/2024,21853,Somerset County,Female,"African American or Black, not of Hispanic Origin",58,English,No,,4,0,60756,"Income from their employment, SSI or SSD",,No.,,No,Other,Yes,No,850,Holdover,No eviction filed; termination of lease,,,,,,,,,6-9 years,No,Another apartment,No,,No,,,,,,,Self-represented,Prevent involuntary move,,,,,,,,Planned,,,,,,,,0,Not applicable to this case,,,,Counseling,,,Obtained counseling services on a housing matter,Reinforced tenant rights w/ evictions and defenses,In-house staff,ACE Special Fund
1544398,,24-0554973,5/3/2024,8/29/2024,20871,Montgomery County,Female,"African American or Black, not of Hispanic Origin",44,English,,,2,1,18000,Income from their employment,Not asked, ,,,,Not asked,,631,Holdover,,,,,,,,,,3-5 years,Yes,Not asked,Yes,No,Yes,Not asked,,,Housing Choice Voucher Program (HCVP) – tenant-based voucher,,,Self-represented,"Prevent eviction filing, Prevent eviction judgment, Prevent involuntary move, Remediate defective conditions, Secure time to move (30 days or more)",,,,,,Not achieved,Achieved,Achieved,,,Not achieved,,,Goal changed,,0,Not applicable to this case,Stayed,,Client's goal changed,Document Preparation,,,Obtained counseling services on a housing matter,,In-house staff,ACE Special Fund
1544410,,24-0554978,5/3/2024,6/24/2024,21787,Carroll County,Female,"African American or Black, not of Hispanic Origin",68,English,No,,1,1,16800,SSI or SSD,No,No.,,Yes,,Yes,No,1100,Failure to pay rent,,Yes,1 month,2 months,"Competing expense, Unexpected expense",,,,"Yes, some of it",6-9 years,No,Another apartment,No,,Yes,No,,"I tried, but funds were not available",,,No,Represented by agent,"Prevent eviction judgment, Secure time to move (30 days or more)",,,,,,,Achieved,,,,,,,Not achieved,,0,Not applicable to this case,Not asked,,,Counseling,,,Obtained counseling services on a housing matter,case dismissed because LL FTA,In-house staff,ACE Special Fund
1544440,,24-0554996,5/3/2024,5/31/2024,21701,Frederick County,Female,Hispanic,38,English,No,,2,1,56500,Income from their employment,No,No.,,Yes,,Prefer not to respond,,1382,Failure to pay rent,,Yes,5 months,6 or more months,Competing expense,,,,"Yes, some of it",3-5 years,No,Unknown,No,,Yes,Yes,Approved,I did not know how to apply,,,No,Represented by attorney,"Prevent involuntary move, Secure rent assistance",,,,,,,,Achieved,,,,,,,Achieved,0,Yes – the amount was reduced through legal negotiation,Stayed,,,Representation in Judicial Litigation,,,Prevented eviction from other housing,,In-house staff,ACE Special Fund
1544462,,24-0555003,5/6/2024,5/26/2024,21206,Baltimore City,Male,"African American or Black, not of Hispanic Origin",61,English,No,,2,0,11988,SSI or SSD,Not asked, ,,No,Other,Yes,No,1700,Failure to pay rent,,No,2 months,2 months,Job loss or reduced/inconsistent hours,,,,Not asked,Less than 1 year,No,Not asked,No,,Yes,Yes,Pending/Unsure,,,,No,,Prevent involuntary move,,,,,,,,Planned,,,,,,,,0,,,,,Counseling,,,Obtained counseling services on a housing matter,,In-house staff,ACE Special Fund
1544468,,24-0555007,5/3/2024,7/9/2024,21702,Frederick County,Male,"African American or Black, not of Hispanic Origin",53,English,,No,2,0,0,No income,Yes, ,,,,Yes,,0,Failure to pay rent,,Yes,,,,,,,,,,Unknown,,,Yes,,,,,,,Represented by attorney,Prevent eviction judgment,,,,,,,Achieved,,,,,,,,,0,No,Stayed,,,Negotiation,,,Prevented eviction from other housing,,In-house staff,ACE Special Fund
1544483,,24-0555009,5/3/2024,7/10/2024,21702,Frederick County,Female,"African American or Black, not of Hispanic Origin",37,English,No,,2,2,12800.76,"Child support, Other",No,No.,,Yes,,No,,1874,Failure to pay rent,,Yes,2 months,2 months,Job loss or reduced/inconsistent hours,,,,"Yes, some of it",1-2 years,No,Unknown,Yes,No,Yes,Yes,Approved,,,,No,Represented by attorney,"Prevent eviction judgment, Secure rent assistance",,,,,,,Achieved,,,,,,,,Achieved,0,No,Stayed,,,Representation in Judicial Litigation,,,Prevented eviction from other housing,,In-house staff,ACE Special Fund
1544502,,24-0555017,5/3/2024,7/3/2024,21703,Frederick County,Male,"African American or Black, not of Hispanic Origin",58,English,No,,1,0,0,No income,Yes,No.,,Yes,,No,,0,Failure to pay rent,,Yes,2 months,2 months,Job loss or reduced/inconsistent hours,,,,No,3-5 years,No,Street/unsheltered,Yes,Yes,Yes,No,,I already received the maximum amount of rental assistance,,,No,Represented by attorney,Secure rent assistance,,,,,,,,,,,,,,,Achieved,0,No,Stayed,,,Representation in Judicial Litigation,Work with client to help him get rental assistance as a veteran,,Prevented eviction from other housing,,In-house staff,ACE Special Fund
1544522,,24-0555025,5/3/2024,8/27/2024,21060,Anne Arundel County,Female,"African American or Black, not of Hispanic Origin",54,English,No,,1,0,17124,SSI or SSD,, ,,,,Yes,Yes,1191,Failure to pay rent,,Yes,3 months,3 months,Recent increase in rent,,,,No,,,Friends/family – in MD,Yes,No,No,Yes,Pending/Unsure,,,,,Represented by attorney,Secure rent assistance,,,,,,,,,,,,,,,Planned,0,,Moved,30-60 days,,Representation in Judicial Litigation,,,"Delayed eviction, providing time to seek alternative housing",,In-house staff,ACE Special Fund
1544544,,24-0555041,5/3/2024,7/9/2024,21702,Frederick County,Female,"African American or Black, not of Hispanic Origin",29,English,,,1,2,28600,Income from their employment,No, ,,,,No,,0,Failure to pay rent,,Not asked,,,,,,,,,,Friends/family – in MD,,,Yes,,,,,,,Represented by attorney,,,,,,,,,,,,,,,,,0,No,Not asked,,,Representation in Judicial Litigation,Requested 2 week continuance with judge and it was granted for her to apply to Beyond Shelter,,"Delayed eviction, providing time to seek alternative housing",,In-house staff,ACE Special Fund
1544562,,24-0555048,5/3/2024,5/12/2024,21788,Frederick County,Male,"White, not of Hispanic Origin",56,English,,No,2,0,11316,SSI or SSD,Not asked, ,,Yes,,Yes,No,0,Failure to pay rent,,Not asked,2 months,6 or more months,Not asked,,,,Not asked,,No,Not asked,,,Yes,,,,,,,,Prevent involuntary move,,,,,,,,Planned,,,,,,,,0,,,,,Document Preparation,,,Obtained counseling services on a housing matter,,In-house staff,ACE Special Fund
1544593,,24-0555062,5/3/2024,5/12/2024,21222,Baltimore County,Female,"African American or Black, not of Hispanic Origin",29,English,No,,1,0,0,No income,, ,,Yes,,No,,885,Failure to pay rent,,Unsure,4 months,1 month,Job loss or reduced/inconsistent hours,"Infestation or pests, Wall/ceiling/floor damage, Water damage",,,Not asked,,No,Not asked,Yes,Yes,Yes,No,,Not asked,,,Not asked,,"Prevent involuntary move, Remediate defective conditions",,,,,,,,Planned,,,Planned,,,,,0,,,,,Counseling,,,Obtained counseling services on a housing matter,,In-house staff,ACE Special Fund
1544604,,24-0555068,5/3/2024,5/18/2024,21215,Baltimore City,Female,"African American or Black, not of Hispanic Origin",29,English,No,,1,0,0,No income,No,No.,,Yes,,No,,1025,Failure to pay rent,,Yes,1 month,1 month,Job loss or reduced/inconsistent hours,Wall/ceiling/floor damage,,,No,1-2 years,No,Another apartment,No,,No,No,,,,,,Self-represented,Secure time to move (30 days or more),,,,,,,,,,,,,,Planned,,0,No,,,,Counseling,,,Obtained counseling services on a housing matter,,In-house staff,ACE Special Fund
1544610,,24-0555073,5/3/2024,6/24/2024,21703,Frederick County,Female,"White, not of Hispanic Origin",46,English,No,,2,0,36400,Income from their employment,No,No.,,Yes,,Yes,No,354,Failure to pay rent,,Yes,2 months,2 months,Prefer not to answer,,,,"Yes, some of it",3-5 years,Yes,Unknown,No,,Yes,No,,Not asked,Project-based Section 8,,No,Represented by attorney,Secure time to move (30 days or more),,,,,,,,,,,,,,Not achieved,,0,No,Moved,Less than 30 days,,Negotiation,,,Obtained representation in housing defensive litigation,,In-house staff,ACE Special Fund
1544638,,24-0555089,5/3/2024,7/5/2024,21212,Baltimore City,Female,"African American or Black, not of Hispanic Origin",33,English,,No,1,4,21036,"SSI or SSD, Temporary Cash Assistance (TCA)",Yes, ,,,,Yes,Not asked,259,Failure to pay rent,,Not asked,2 months,2 months,Withheld rent due to conditions issues,Mold,,Yes,"Yes, all of it",1-2 years,Not asked,Not asked,Not asked,,Not asked,Not asked,,,,,No,Represented by agent,Prevent involuntary move,,,,,,,,Planned,,,,,,,,0,No,Not asked,,,Counseling,,,Obtained counseling services on a housing matter,,In-house staff,ACE Special Fund
1544648,,24-0555093,5/3/2024,6/30/2024,21040,Harford County,Female,"African American or Black, not of Hispanic Origin",24,English,No,,1,1,23028,Income from their employment,Yes,No.,,Yes,,No,,1169,Failure to pay rent,,Yes,I believe I am current on my rent,1 month,,Other,fraud,,,Less than 1 year,No,Other,,,No,No,,I did not qualify,,,No,Represented by attorney,Other client goal (please specify),seal record,,,,,,,,,,,,,,,0,Yes – the amount was reduced through legal negotiation,Moved,30-60 days,,Representation in Judicial Litigation,,,Obtained representation in housing defensive litigation,,In-house staff,ACE Special Fund
1544759,,24-0555173,5/6/2024,5/14/2024,20852,Montgomery County,Female,"African American or Black, not of Hispanic Origin",53,English,,,1,0,0,No income,Yes, ,,,,Yes,,0,Failure to pay rent,,No,,,,,,,,,,Unknown,,,No,,,,,,,Represented by attorney,,,,,,,,,,,,,,,,,0,,,,,Representation in Judicial Litigation,,,Obtained representation in housing defensive litigation,,In-house staff,ACE Special Fund
1544798,,24-0555187,5/6/2024,10/31/2024,21113,Anne Arundel County,Female,"African American or Black, not of Hispanic Origin",38,English,No,,1,3,64032,Income from their employment,No, ,,,,Yes,Yes,0,Failure to pay rent,,Yes,I believe I am current on my rent,4 months,,"Exterior damage (roofing, siding, gutters), Plumbing leaks (including sewer/sewage issues), Unstable or damaged flooring or carpet, Water damage",,,,Less than 1 year,Yes,Another apartment,Yes,No,No,No,,I did not qualify,VASH voucher (Veterans Affair Supportive Housing),,No,Represented by attorney,"Prevent involuntary move, Remediate defective conditions, Secure monetary relief, Secure time to move (30 days or more)",,,,,,,,Achieved,,,Achieved,,Achieved,Achieved,,2500,Yes – the amount was reduced through legal negotiation,Moved,61-90 days,,Representation in Judicial Litigation,,,Obtained representation in housing defensive litigation,,In-house staff,ACE Special Fund
1544873,,24-0555220,5/6/2024,8/23/2024,21230,Baltimore City,Female,"African American or Black, not of Hispanic Origin",61,English,No,,2,0,11532,SSI or SSD,No, ,,,,Yes,No,77,Breach of lease,,,,,,,,,,10+ years,Yes,Another apartment,No,,Yes,,,,Housing Choice Voucher Program (HCVP) – project-based voucher,,,Represented by attorney,Avoid subsidy termination,,Planned,,,,,,,,,,,,,,0,Not applicable to this case,,,,Counseling,,,Obtained counseling services on a housing matter,,In-house staff,ACE Special Fund
1544874,,24-0555221,5/6/2024,5/24/2024,20746,Prince George's County,Male,"African American or Black, not of Hispanic Origin",34,English,No,,1,0,0,No income,No,No.,,Yes,,No,,1427,Failure to pay rent,,Yes,2 months,2 months,Job loss or reduced/inconsistent hours,,,,No,Less than 1 year,No,Not asked,Yes,Yes,Yes,Yes,Pending/Unsure,,,,No,Represented by attorney,"Prevent eviction judgment, Prevent involuntary move, Secure rent assistance, Secure time to move (30 days or more)",,,,,,,Not achieved,Planned,,,,,,Achieved,Planned,0,No,Stayed,,,Representation in Judicial Litigation,,,"Delayed eviction, providing time to seek alternative housing, Obtained representation in housing defensive litigation",,In-house staff,ACE Special Fund
1544923,,24-0555239,5/6/2024,6/3/2024,21239,Baltimore City,Male,"African American or Black, not of Hispanic Origin",63,English,,,1,0,16800,Veterans benefits,No,No.,,No,Other,No,,1100,Other,Wrongful Detainer,,,,,,,,,3-5 years,No,Another apartment,No,,No,No,,,,,No,Self-represented,Secure time to move (30 days or more),,,,,,,,,,,,,,Achieved,,0,No,Moved,Less than 30 days,,Counseling,,,Obtained counseling services on a housing matter,,In-house staff,ACE Special Fund
1544938,,24-0555247,5/6/2024,6/26/2024,20784,Prince George's County,Female,"African American or Black, not of Hispanic Origin",43,English,No,,1,0,0,No income,Yes,No.,,Yes,,Yes,No,0,Failure to pay rent,,Yes,I believe I am current on my rent,6 or more months,,,,,,3-5 years,Yes,Unknown,Unknown,,Yes,Yes,Pending/Unsure,,Housing Choice Voucher Program (HCVP) – tenant-based voucher,,No,Represented by attorney,"Avoid subsidy termination, Prevent involuntary move",,Achieved,,,,,,Achieved,,,,,,,,0,No,Stayed,,,Representation in Judicial Litigation,,,"Obtained representation in housing defensive litigation, Prevented eviction from public or subsidized housing, Prevented termination of housing subsidy",,In-house staff,ACE Special Fund
1544959,,24-0555257,5/6/2024,8/14/2024,20906,Montgomery County,Male,"African American or Black, not of Hispanic Origin",37,English,No,,1,0,0,No income,Not asked, ,,,,Not asked,,0,Breach of lease,,,,,,"Electrical issues, Exterior damage (roofing, siding, gutters)",,,,,Yes,Another apartment,Not asked,,No,,,,Housing Choice Voucher Program (HCVP) – tenant-based voucher,,,Represented by attorney,Prevent eviction judgment,,,,,,,Achieved,,,,,,,,,0,Not applicable to this case,Moved,,,Representation in Judicial Litigation,,,Prevented eviction from other housing,,In-house staff,ACE Special Fund
1544962,,24-0555259,5/6/2024,5/27/2024,21215,Baltimore City,Male,"African American or Black, not of Hispanic Origin",47,English,,,1,0,30732,Income from their employment,, ,,,,,,0,Other,Wrongful Detainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,Counseling,,,Obtained counseling services on a housing matter,,In-house staff,ACE Special Fund
1544969,,24-0555261,5/6/2024,5/12/2024,20906,Montgomery County,Female,"African American or Black, not of Hispanic Origin",37,English,No,,1,0,15080,Income from their employment,, ,,Yes,,No,,1352,Failure to pay rent,,,3 months,3 months,Competing expense,,,,Not asked,3-5 years,No,Not asked,,,Yes,No,,Not asked,,,,,Prevent involuntary move,,,,,,,,Planned,,,,,,,,0,,,,,Counseling,,,Obtained counseling services on a housing matter,,In-house staff,ACE Special Fund
1545033,,24-0555283,5/6/2024,5/28/2024,20910,Montgomery County,Male,"African American or Black, not of Hispanic Origin",56,English,No,,2,3,33600,"Income from their employment, Other",Not asked,No.,,No,District Court,No,,1660,Failure to pay rent,,Yes,6 or more months,2 months,Job loss or reduced/inconsistent hours,Other,No issues  noted.,,"Yes, some of it",1-2 years,No,Friends/family – in MD,No,,Yes,No,,Other,,,No,Represented by attorney,"Prevent eviction filing, Prevent eviction judgment, Prevent involuntary move",,,,,,Achieved,Achieved,Achieved,,,,,,,,0,Yes – the amount was offset by expenses paid by client,Stayed,,,Representation in Judicial Litigation,,,"Obtained representation in housing administrative proceeding, Prevented eviction from other housing",,In-house staff,ACE Special Fund
1545034,,24-0555284,5/6/2024,5/6/2024,21239,Baltimore City,Female,"African American or Black, not of Hispanic Origin",38,English,No,,1,0,23532,SSI or SSD,No,No.,,No,District Court,Yes,Yes,313,Failure to pay rent,,Unsure,I believe I am current on my rent,6 or more months,,,,,,1-2 years,Yes,Not asked,No,,Yes,No,,I did not qualify,Housing Choice Voucher Program (HCVP) – tenant-based voucher,,No,Represented by attorney,Prevent eviction judgment,,,,,,,Achieved,,,,,,,,,0,Not applicable to this case,Stayed,,,Counseling,,,Obtained counseling services on a housing matter,,In-house staff,ACE ARPA Baltimore City
1545056,,24-0555292,5/6/2024,11/28/2024,21044,Howard County,Male,"African American or Black, not of Hispanic Origin",64,English,,No,1,3,14436,SSI or SSD,Yes, ,211,,,Yes,Yes,1650,Failure to pay rent,,Unsure,2 months,2 months,Denied benefits / lost benefits,,,,"Yes, some of it",3-5 years,Yes,Other,Yes,Yes,Yes,Yes,Pending/Unsure,,Low Income Housing Tax Credit (LIHTC),,Not asked,Represented by agent,"Avoid subsidy termination, Prevent eviction judgment, Prevent involuntary move, Secure rent assistance",,Achieved,,,,,Achieved,Achieved,,,,,,,Planned,0,Yes – the amount was offset by expenses paid by client,Stayed,,,Representation in Judicial Litigation,,,"Delayed eviction, providing time to seek alternative housing, Obtained cash-for-keys, relocation assistance or other tenant settlement, Obtained counseling services on a housing matter, Obtained neutral reference from landlord, Obtained representation in housing defensive litigation, Prevented eviction from public or subsidized housing",,In-house staff,ACE Special Fund
1545081,,24-0555303,5/6/2024,6/22/2024,21215,Baltimore City,Male,"African American or Black, not of Hispanic Origin",48,English,No,,1,0,10800,SSI or SSD,Yes,"Yes, I tried to contact a legal services provider but no return call or was denied  ",,Yes,,No,,1300,Breach of lease,,,,,,,,,,1-2 years,Yes,Unknown,No,,Yes,Not asked,,,Housing Choice Voucher Program (HCVP) – tenant-based voucher,,Not asked,Represented by attorney,"Avoid subsidy termination, Prevent eviction judgment",,Achieved,,,,,Achieved,,,,,,,,,0,Not applicable to this case,Stayed,,,Counseling,,,Obtained counseling services on a housing matter,,In-house staff,ACE Special Fund
1545126,,24-0555314,5/6/2024,9/17/2024,20745,Prince George's County,Female,"African American or Black, not of Hispanic Origin",30,English,No,,1,1,0,No income,Yes,No.,,Yes,,Not asked,,1372,Failure to pay rent,,Yes,3 months,3 months,Not asked,,,,"Yes, some of it",1-2 years,No,Unknown,Yes,Yes,Yes,Yes,Pending/Unsure,,,,No,Represented by attorney,"Mitigate damages, Secure time to move (30 days or more)",,,Achieved,,,,,,,,,,,Achieved,,1200,Yes – the court found the amount due and owing to be less than the amount alleged in the complaint,Stayed,,,Representation in Judicial Litigation,,,"Avoided or obtained redress for illegal or unfair charges by landlord, Delayed eviction, providing time to seek alternative housing, Obtained counseling services on a housing matter, Obtained representation in housing defensive litigation",,In-house staff,ACE Special Fund
1545134,,24-0555317,5/6/2024,5/12/2024,21144,Anne Arundel County,Female,"African American or Black, not of Hispanic Origin",50,English,No,,2,0,13560,SSI or SSD,, ,,Yes,,No,,2300,Failure to pay rent,,Unsure,6 or more months,6 or more months,Withheld rent due to conditions issues,No or insufficient heat,,Yes,Not asked,,No,Other,No,,No,Not asked,,,,,,,Secure time to move (30 days or more),,,,,,,,,,,,,,Planned,,0,,,,,Counseling,,,Obtained counseling services on a housing matter,,In-house staff,ACE Special Fund
1545139,,24-0555318,5/6/2024,5/20/2024,20902,Montgomery County,Female,"White, not of Hispanic Origin",50,English,,,1,0,24000,Income from their employment,Yes,No.,,No,District Court,No,,2800,Failure to pay rent,,No,2 months,3 months,Other,Other,,,Prefer not to answer,1-2 years,No,Unknown,Yes,Yes,Yes,Prefer not to respond,,,,,,Represented by attorney,Prevent eviction judgment,,,,,,,Achieved,,,,,,,,,0,Not applicable to this case,Stayed,,,Representation in Judicial Litigation,,,Prevented eviction from other housing,,In-house staff,ACE Special Fund
1545221,,24-0555370,5/7/2024,6/24/2024,20904,Montgomery County,Female,"African American or Black, not of Hispanic Origin",58,English,,No,3,0,54600,Income from their employment,No,No.,,Yes,,Not asked,,1600,Holdover,,,,,,Other,CL did not specify,,,,Yes,Another apartment,Not asked,,No,Not asked,,,Other,HOC,Yes,Represented by attorney,Secure time to move (30 days or more),,,,,,,,,,,,,,Planned,,0,No,Moved,Less than 30 days,,Counseling,,,Obtained counseling services on a housing matter,,In-house staff,ACE Special Fund
1545258,,24-0555384,5/7/2024,6/4/2024,21740,Washington County,Male,"African American or Black, not of Hispanic Origin",34,English,,,1,2,17280,Income from their employment,No, ,,,,No,,0,Failure to pay rent,,Prefer not to answer,,,,,,,,,,Shelter,,,Prefer not to answer,,,,,,,Represented by agent,,,,,,,,,,,,,,,,,0,No,Not asked,,,Representation in Judicial Litigation,,,Prevented eviction from other housing,case dismissed due to in court payment,In-house staff,ACE Special Fund
1545285,,24-0555395,5/7/2024,5/18/2024,21207,Baltimore City,Female,"African American or Black, not of Hispanic Origin",47,English,No,,1,0,0,No income,No,No.,,Yes,,No,,1440,Failure to pay rent,,Yes,2 months,2 months,Job loss or reduced/inconsistent hours,,,,No,1-2 years,No,Another apartment,Yes,Yes,Yes,No,,,,,No,Represented by agent,Prevent eviction filing,,,,,,Achieved,,,,,,,,,,0,No,Stayed,,,Representation in Judicial Litigation,,,Obtained representation in housing affirmative litigation,,In-house staff,ACE Special Fund
1545458,,24-0555468,5/7/2024,7/9/2024,21061,Anne Arundel County,Male,"African American or Black, not of Hispanic Origin",61,English,Not asked,No,4,0,50400,Income from their employment,No, ,,,,No,,1850,Other,Wrongful Detainer,,,,,,,,,3-5 years,No,Not asked,No,,No,No,,Not asked,,,No,Represented by attorney,Prevent involuntary move,,,,,,,,Achieved,,,,,,,,0,No,Moved,30-60 days,,Representation in Judicial Litigation,,,"Delayed eviction, providing time to seek alternative housing",,In-house staff,ACE Special Fund
